unique_id,collision_id,crash_date,crash_time,person_id,person_type,person_injury,vehicle_id,person_age,ejection,emotional_status,bodily_injury,position_in_vehicle,safety_equipment,ped_location,ped_action,complaint,ped_role,contributing_factor_1,contributing_factor_2,person_sex,person_age_imputed,person_injury_clean
7468710,3859214,03/06/2018,14:20,1d2ec7e9-ec94-4044-a22c-96d0ce4db1ff,OCCUPANT,Unspecified,17768622.0,37.0,Not Ejected,Does Not Apply,Does Not Apply,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Unknown,,,Does Not Apply,Passenger,,,M,37.0,UNKNOWN
9622820,3986175,09/22/2018,23:09,39c9b63e-4415-4355-a11c-4a3104a84a5e,OCCUPANT,Unspecified,18829316.0,42.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,42.0,UNKNOWN
12041447,4481780,11/28/2021,2:43,35b64305-94d4-4fb9-b4b8-ba3d18f5652e,OCCUPANT,Injured,20115672.0,47.0,Not Ejected,Conscious,Unknown,Driver,Lap Belt & Harness,,,Unknown,Driver,,,M,47.0,INJURED
9469835,3971943,09/01/2018,22:20,e0685c1e-61e5-43ee-af0b-d036c5c83090,OCCUPANT,Unspecified,18753833.0,45.0,Not Ejected,Does Not Apply,Does Not Apply,Right rear passenger or motorcycle sidecar passenger,Lap Belt & Harness,,,Does Not Apply,Passenger,,,F,45.0,UNKNOWN
11609822,4399600,01/27/2021,20:50,72cd43d0-c7f0-4487-bde0-3c6a1aaaa136,OCCUPANT,Unspecified,19864744.0,12.0,Not Ejected,Does Not Apply,Does Not Apply,"Middle rear seat, or passenger lying across a seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,M,12.0,UNKNOWN
7041093,3706984,06/28/2017,19:00,5a575858-7172-4d07-b9f9-e6ba9d0bf067,OCCUPANT,Unspecified,17561064.0,55.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,55.0,UNKNOWN
10082690,4191177,08/18/2019,19:45,dc9e6348-8b7c-4e1c-9056-0e80ee385532,OCCUPANT,Unspecified,19057548.0,26.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M,26.0,UNKNOWN
12642449,4637683,06/13/2023,17:36,906318ef-6df3-4a7f-bf3f-af40a41c1a51,OCCUPANT,Unspecified,20459691.0,66.0,Not Ejected,Does Not Apply,Does Not Apply,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Lap Belt,,,Does Not Apply,Passenger,,,F,66.0,UNKNOWN
9630554,4033236,11/26/2018,18:30,39c67de6-9d5f-4ed3-9d1d-57e80ed5dafa,OCCUPANT,Unspecified,18833178.0,63.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Other,,,Does Not Apply,Driver,,,M,63.0,UNKNOWN
13085318,4752401,08/17/2024,16:30,09df7c4a-e171-4c04-8372-56152c0e8666,OCCUPANT,Unspecified,20711431.0,29.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,29.0,UNKNOWN
6134590,3613855,02/12/2017,5:00,15c6c37b-6577-4002-95a6-677718193876,OCCUPANT,Unspecified,17129021.0,29.0,,,,,,,,,Registrant,,,M,29.0,UNKNOWN
7146931,3739669,08/28/2017,20:50,b89c4717-e317-4217-8877-5d60a44bf3fd,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN
12193759,4521480,04/24/2022,3:25,7f64c680-bd4e-4403-8693-344f77fdbd41,PEDESTRIAN,Injured,,25.0,,Conscious,Head,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Other Actions in Roadway,Contusion - Bruise,Pedestrian,Unspecified,Unspecified,F,25.0,INJURED
12339723,4559473,08/28/2022,17:15,638b4235-e06a-4f16-8fd0-647f0429e107,OCCUPANT,Unspecified,20287597.0,25.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,25.0,UNKNOWN
7424035,3844015,02/11/2018,21:15,3873ff33-0c79-4c24-bf5c-7128ddc50373,OCCUPANT,Unspecified,17746650.0,,,,,,,,,,Registrant,,,,39.0,UNKNOWN
6597500,3572647,12/03/2016,19:30,2919496,OCCUPANT,Unspecified,17348053.0,,,,,,,,,,Registrant,,,,39.0,UNKNOWN
10315429,4245206,11/20/2019,12:00,3bf82c81-8575-43e6-98ac-14fbe217cf12,OCCUPANT,Unspecified,19174349.0,30.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,F,30.0,UNKNOWN
6323188,3470535,06/23/2016,12:45,1040888,OCCUPANT,Unspecified,17217775.0,27.0,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt,,,Does Not Apply,Passenger,,,M,27.0,UNKNOWN
11341079,4328771,07/15/2020,12:57,da56c1c1-cb7e-4887-ba18-90835d05477f,OCCUPANT,Unspecified,19707610.0,,,,,,,,,,Registrant,,,,39.0,UNKNOWN
13459223,4837519,08/25/2025,13:07,6ccb1e56-787b-45a2-9f29-e79a930e62b6,OCCUPANT,Unspecified,20926768.0,46.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M,46.0,UNKNOWN
12232721,4531497,05/27/2022,3:30,ace5d24d-6602-4e83-b4f9-286ecc41e718,OCCUPANT,Unspecified,20225954.0,21.0,,,,,,,,,Registrant,,,F,21.0,UNKNOWN
12764803,4669739,10/11/2023,19:55,42d3bf5f-03e9-4282-aeb4-508ca7db2629,BICYCLIST,Injured,20529514.0,21.0,Partially Ejected,Shock,Head,Driver,,,,Whiplash,Driver,,,M,21.0,INJURED
9309295,3913838,06/01/2018,15:47,335f6555-4d59-4ef3-832e-a250854965de,OCCUPANT,Unspecified,18675063.0,33.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F,33.0,UNKNOWN
13397144,4820828,06/14/2025,3:48,a8ff9824-03f1-4e46-8426-b6544db1f8df,OCCUPANT,Unspecified,20890522.0,,,,,,,,,,Registrant,,,,39.0,UNKNOWN
12593106,4625332,04/16/2023,20:50,855998c7-655f-4b3c-a38c-87d30d7e1d73,OCCUPANT,Unspecified,20431939.0,,,,,,,,,,Registrant,,,,39.0,UNKNOWN
12927042,4711680,03/22/2024,14:15,e43bb987-5c09-496d-a616-56328c51b41a,OCCUPANT,Unspecified,20621587.0,4.0,Not Ejected,Does Not Apply,Does Not Apply,"Middle rear seat, or passenger lying across a seat",Child Restraint Only,,,Does Not Apply,Passenger,,,F,4.0,UNKNOWN
6054308,3606661,01/27/2017,15:35,e706e71a-0b18-4e47-b59f-8d65126f9120,OCCUPANT,Unspecified,17090217.0,53.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,F,53.0,UNKNOWN
11960525,4460162,09/23/2021,6:55,92d21bff-fdc3-4690-8f6b-77b18b2caf33,OCCUPANT,Unspecified,20069246.0,69.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,69.0,UNKNOWN
6773489,3630521,03/04/2017,20:50,411623ac-046a-4170-b73e-f6822bedc15e,OCCUPANT,Unspecified,17432615.0,30.0,Not Ejected,Does Not Apply,Does Not Apply,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Lap Belt & Harness,,,Does Not Apply,Passenger,,,M,30.0,UNKNOWN
9901395,4148976,06/10/2019,17:00,194ddbed-a438-4215-a187-65f6324e6683,OCCUPANT,Unspecified,18967320.0,,,,,,,,,,Registrant,,,,39.0,UNKNOWN
7607965,3800321,11/27/2017,14:42,e8c2c023-5940-46e2-a7a4-7345fe0eea5e,OCCUPANT,Injured,17837139.0,58.0,Not Ejected,Conscious,Shoulder - Upper Arm,Driver,Lap Belt & Harness,,,Complaint of Pain,Driver,,,M,58.0,INJURED
6458338,3586334,12/23/2016,23:00,3158247,OCCUPANT,Unspecified,17281698.0,,,,,,,,,,Registrant,,,,39.0,UNKNOWN
10187637,4215576,09/30/2019,23:10,2b4314c0-740a-454a-81fc-f5d13d210393,BICYCLIST,Injured,19110475.0,16.0,Ejected,Conscious,Head,Driver,,,,Abrasion,Driver,,,M,16.0,INJURED
9519733,3979676,09/12/2018,17:38,887125ec-13fd-4f38-a9ee-8d2881b807e3,OCCUPANT,Unspecified,18778394.0,32.0,,,,,,,,,Registrant,,,M,32.0,UNKNOWN
12495583,4600141,01/22/2023,13:02,90f32ead-c37f-4e5b-b295-e5594c9d0643,OCCUPANT,Unspecified,20376751.0,71.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,71.0,UNKNOWN
9931631,4155859,06/20/2019,17:57,25063d5e-ea4a-4897-96bd-bbcd3b9de7d3,OCCUPANT,Unspecified,18982180.0,21.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F,21.0,UNKNOWN
6502549,3553844,11/03/2016,22:04,2568414,OCCUPANT,Unspecified,17302777.0,26.0,,,,,,,,,Registrant,,,M,26.0,UNKNOWN
6002914,3447358,05/30/2016,14:45,811335,OCCUPANT,Unspecified,17065832.0,,,,,,,,,,Registrant,,,,39.0,UNKNOWN
9560316,4016209,11/07/2018,14:00,2bc2cb5c-e46e-4027-9df0-a21ed3447d52,OCCUPANT,Unspecified,18798534.0,67.0,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Unknown,,,Does Not Apply,Passenger,,,M,67.0,UNKNOWN
9681472,4015468,11/06/2018,9:10,16e5fea8-312f-402b-8d8a-f8960714d021,OCCUPANT,Unspecified,18858468.0,43.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M,43.0,UNKNOWN
12160839,4512758,03/14/2022,8:50,35920134-fae4-41b8-b5c9-ccf5fb22416b,OCCUPANT,Unspecified,20184935.0,,,,,,,,,,Registrant,,,F,39.0,UNKNOWN
6576831,3555962,10/21/2016,13:34,2577065,OCCUPANT,Unspecified,17338157.0,58.0,,,,,,,,,Registrant,,,F,58.0,UNKNOWN
12264962,4539905,06/21/2022,14:40,35a186b6-9ba1-4452-9aa5-a4e5a2bb999c,OCCUPANT,Unspecified,20244474.0,6.0,Not Ejected,Does Not Apply,Does Not Apply,"Any person in the rear of a station wagon, pick-up truck, all passengers on a bus, etc",Lap Belt,,,Does Not Apply,Passenger,,,F,6.0,UNKNOWN
11066275,4284455,02/06/2020,11:15,148bc0b5-f7f7-4c64-9017-ad80026c80c9,OCCUPANT,Unspecified,19561889.0,,,,,,,,,,Registrant,,,,39.0,UNKNOWN
12997843,4729779,06/03/2024,13:44,be37cd1e-83c5-4852-b764-85107a348bd2,OCCUPANT,Unspecified,20661451.0,47.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F,47.0,UNKNOWN
7670883,3812566,12/18/2017,12:30,63d6ff64-2cbb-43c7-83e3-d117eec0fcfa,PEDESTRIAN,Injured,,43.0,,Conscious,Knee-Lower Leg Foot,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Does Not Apply,Complaint of Pain,Pedestrian,Unspecified,Unspecified,M,43.0,INJURED
12083845,4492538,12/17/2021,15:00,cf5ee109-d43f-47e3-bce6-dfd86857a171,OCCUPANT,Unspecified,20140265.0,,,,,,,,,,Registrant,,,,39.0,UNKNOWN
6192010,3464346,05/26/2016,7:45,1009315,OCCUPANT,Unspecified,17156505.0,49.0,,,,,,,,,Registrant,,,F,49.0,UNKNOWN
2301869,3386042,02/09/2016,16:59,2,OCCUPANT,Injured,15043508.0,39.0,,,,,,,,,,,,,39.0,INJURED
11819649,4418444,05/17/2021,0:50,ea152086-425b-42cc-a8e6-b7b31ad87d08,OCCUPANT,Unspecified,19986513.0,32.0,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",,,,Does Not Apply,Passenger,,,F,32.0,UNKNOWN
11377148,4338207,08/13/2020,18:30,a7770218-0e6b-4bdb-b81b-7eda0677b73f,OCCUPANT,Unspecified,19728716.0,40.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,,,,Does Not Apply,Passenger,,,M,40.0,UNKNOWN
2289176,3339106,11/20/2015,17:30,1,OCCUPANT,Injured,14950292.0,53.0,,,,,,,,,,,,,53.0,INJURED
7789495,3773687,10/19/2017,16:50,efcb5ae4-a753-487b-a503-95addfa148ee,OCCUPANT,Unspecified,17925529.0,47.0,,,,,,,,,Registrant,,,M,47.0,UNKNOWN
12696702,4651980,08/01/2023,10:03,886a098a-9fef-4be7-9b8b-f0e70f98add0,OCCUPANT,Unspecified,20490445.0,,,,,,,,,,Registrant,,,,39.0,UNKNOWN
6358889,3504333,08/13/2016,20:25,1675437,OCCUPANT,Unspecified,17234620.0,56.0,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,F,56.0,UNKNOWN
7527955,3891353,04/27/2018,15:50,b0fc0235-4740-4594-a571-f1cd0a47f2a8,OCCUPANT,Unspecified,17797743.0,51.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,51.0,UNKNOWN
11044820,4296005,02/28/2020,0:00,fd0b382c-a01e-41bd-b04c-a09b62ba6691,OCCUPANT,Unspecified,19550891.0,50.0,,,,,,,,,Registrant,,,M,50.0,UNKNOWN
7771519,3787369,11/10/2017,14:30,57e1bf7f-84ad-404c-8e91-0ed61443199c,OCCUPANT,Unspecified,17916744.0,3.0,Not Ejected,Does Not Apply,Does Not Apply,"Any person in the rear of a station wagon, pick-up truck, all passengers on a bus, etc",Child Restraint Only,,,Does Not Apply,Passenger,,,F,3.0,UNKNOWN
6555598,3510872,08/31/2016,1:15,1783378,OCCUPANT,Unspecified,17328065.0,58.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,58.0,UNKNOWN
11147960,4307993,04/07/2020,8:16,fd140cd0-2aa1-44ba-9ba1-00af1c9551e2,OCCUPANT,Unspecified,19605085.0,44.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M,44.0,UNKNOWN
11161714,3886206,04/23/2018,6:44,0608b875-d42f-4978-87fb-b081323d3278,OCCUPANT,Unspecified,19612745.0,30.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F,30.0,UNKNOWN
2173525,283183,09/19/2013,16:00,1,BICYCLIST,Injured,14091823.0,,,,,,,,,,,,,,31.0,INJURED
6843569,3647752,04/08/2017,2:30,0afd2b3d-4ec3-4a59-82a1-cc933392af9e,OCCUPANT,Unspecified,17466194.0,46.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,46.0,UNKNOWN
9244860,4095821,03/12/2019,17:00,2ca49c60-0222-467c-b6d7-a8023fbafd62,OCCUPANT,Unspecified,18643385.0,56.0,,,,,,,,,Registrant,,,M,56.0,UNKNOWN
6437051,3555451,11/02/2016,20:45,2609048,OCCUPANT,Unspecified,17271541.0,23.0,,,,,,,,,Registrant,,,M,23.0,UNKNOWN
7660662,3874138,04/02/2018,13:13,707cc032-ba73-4bcc-8179-aceb389e4e10,OCCUPANT,Unspecified,17862836.0,24.0,,,,,,,,,Registrant,,,M,24.0,UNKNOWN
11765105,4405906,04/09/2021,18:37,960f86a3-c855-4b76-94bc-7f232849cd7a,OCCUPANT,Unspecified,19954684.0,32.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M,32.0,UNKNOWN
11529310,4378214,12/22/2020,13:05,cb07092f-06c5-4b25-bd35-08f3d28a49ac,OCCUPANT,Unspecified,19817298.0,31.0,,,,,,,,,Registrant,,,F,31.0,UNKNOWN
5932827,3431528,04/28/2016,21:00,512116,OCCUPANT,Unspecified,17032994.0,86.0,,,,,,,,,Registrant,,,M,86.0,UNKNOWN
10151925,4207680,09/17/2019,15:25,61c69604-259a-4191-b624-d77d0fc21cf7,OCCUPANT,Unspecified,19092585.0,73.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,73.0,UNKNOWN
11539001,4380720,12/31/2020,0:00,ec75700b-508c-4204-97a3-5fdaf46ff98b,OCCUPANT,Unspecified,19822994.0,21.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,21.0,UNKNOWN
12259177,4538247,06/16/2022,23:59,f32c36a5-9b50-499e-a7e1-09f7adefa653,OCCUPANT,Unspecified,20241173.0,22.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,,,,Does Not Apply,Driver,,,F,22.0,UNKNOWN
12720236,4657261,08/26/2023,11:15,77590889-9075-43ea-a786-c99654506d6b,OCCUPANT,Unspecified,20503883.0,37.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M,37.0,UNKNOWN
11189018,3694343,06/15/2017,19:30,1f5925f8-5e1e-4b41-be21-dca21cf67ba6,OCCUPANT,Unspecified,19627154.0,51.0,,,,,,,,,Registrant,,,M,51.0,UNKNOWN
13446571,4833874,08/08/2025,19:00,30f20fa2-ef8b-4b5f-919a-449b4c5ed5f2,OCCUPANT,Unspecified,20919378.0,61.0,,,,,,,,,Registrant,,,M,61.0,UNKNOWN
7136128,3720235,07/27/2017,14:40,4d3f16c0-027f-4245-b28d-cc106912f759,OCCUPANT,Unspecified,17606377.0,14.0,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt,,,Does Not Apply,Passenger,,,M,14.0,UNKNOWN
11093702,4284113,02/05/2020,16:48,2647c76f-ff45-4b60-ad71-a46363811486,OCCUPANT,Unspecified,19576195.0,,,,,,,,,,Registrant,,,,39.0,UNKNOWN
13175756,4759327,09/28/2024,22:30,866e3e30-2956-46e5-ac0f-2c6a194a00d7,OCCUPANT,Unspecified,20764664.0,39.0,,,,,,,,,Registrant,,,M,39.0,UNKNOWN
13237208,4779197,12/16/2024,12:05,ac343ed1-8fd3-48b9-9b5a-242e5cfbe016,BICYCLIST,Unspecified,20799431.0,34.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,,,,Does Not Apply,Driver,,,M,34.0,UNKNOWN
12513950,4604842,02/03/2023,16:04,4ff72dc2-5a86-4f68-a958-b56da9291976,OCCUPANT,Unspecified,20387116.0,51.0,,,,,,,,,Registrant,,,M,51.0,UNKNOWN
11383068,4339928,08/19/2020,21:20,dc5f2863-8d6e-4711-aa4b-2a38e08d514e,OCCUPANT,Unspecified,19732136.0,24.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,24.0,UNKNOWN
11477985,4364870,10/30/2020,15:30,3480537f-5376-4079-b07f-93becb6804fa,OCCUPANT,Unspecified,19787292.0,38.0,,,,,,,,,Registrant,,,F,38.0,UNKNOWN
6466515,3521040,09/15/2016,10:15,1972635,OCCUPANT,Unspecified,17285532.0,42.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,42.0,UNKNOWN
13197093,4768880,11/01/2024,14:50,962cbaeb-ab88-4fd7-8c5a-b025249acd2b,OCCUPANT,Unspecified,20776858.0,,,,,,,,,,Registrant,,,,39.0,UNKNOWN
5930407,3440463,05/05/2016,20:35,652432,OCCUPANT,Unspecified,17031888.0,21.0,,,,,,,,,Registrant,,,F,21.0,UNKNOWN
11399851,4344274,09/02/2020,17:57,d048e95f-956c-40c9-a808-118964e82c2a,OCCUPANT,Unspecified,19741884.0,24.0,,,,,,,,,Registrant,,,M,24.0,UNKNOWN
13151626,4754795,09/10/2024,16:00,95dbf6bb-c8d7-4553-b727-27750a953ef9,OCCUPANT,Injured,20749934.0,45.0,Not Ejected,Unknown,Neck,"Middle rear seat, or passenger lying across a seat",Lap Belt & Harness,,,Whiplash,Passenger,,,M,45.0,INJURED
12704658,4653810,08/03/2023,17:38,55a991a4-6e60-4560-906a-25413f2248c0,OCCUPANT,Unspecified,20494979.0,22.0,,,,,,,,,Registrant,,,F,22.0,UNKNOWN
10320498,4246139,11/23/2019,18:00,573915d7-4e42-49ef-acde-29111190410e,OCCUPANT,Unspecified,19176830.0,26.0,,,,,,,,,Registrant,,,M,26.0,UNKNOWN
11967184,4462005,09/24/2021,14:50,2c0116be-fa31-4273-b720-74a6935a76fe,OCCUPANT,Unspecified,20073155.0,40.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,40.0,UNKNOWN
11577002,4390886,02/10/2021,7:00,a9bf904f-7ebe-4792-a9cd-8a8052abfb74,OCCUPANT,Unspecified,19845560.0,30.0,,,,,,,,,Registrant,,,M,30.0,UNKNOWN
9995945,4170706,07/12/2019,16:11,80d528ce-8783-44d0-969e-579da02ad09b,OCCUPANT,Unspecified,19014034.0,21.0,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,F,21.0,UNKNOWN
9266804,4045141,12/15/2018,1:53,4e5abd48-730e-4697-9c87-4b8cac1912e2,OCCUPANT,Unspecified,18654101.0,21.0,,,,,,,,,Registrant,,,M,21.0,UNKNOWN
7846031,3765000,10/07/2017,18:45,102cb3a3-132e-421f-acb4-a9844b1b8456,OCCUPANT,Unspecified,17953106.0,58.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,M,58.0,UNKNOWN
12098224,4496336,01/20/2022,19:15,9563dcc3-561d-41cf-a790-fcdb7501788c,OCCUPANT,Unspecified,20148768.0,49.0,,,,,,,,,Registrant,,,M,49.0,UNKNOWN
7846614,3758224,09/22/2017,5:10,8bf9f52c-8508-4d3f-aec3-bdb992968889,OCCUPANT,Unspecified,17953381.0,62.0,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,F,62.0,UNKNOWN
12576654,4621188,04/11/2023,15:32,d53671b8-53b5-493f-a1f9-68c93e9dd6c3,OCCUPANT,Injured,20422806.0,17.0,Not Ejected,Shock,Knee-Lower Leg Foot,"Middle rear seat, or passenger lying across a seat",Unknown,,,Complaint of Pain or Nausea,Passenger,,,M,17.0,INJURED
13428628,4829524,07/17/2025,14:50,c4183f51-449b-48ae-9d6d-c25fc89ad831,OCCUPANT,Unspecified,20908981.0,50.0,,,,,,,,,Registrant,,,F,50.0,UNKNOWN
6254269,3480837,07/15/2016,11:30,1233783,OCCUPANT,Unspecified,17185517.0,36.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,36.0,UNKNOWN
9036637,4110619,04/06/2019,20:39,d2af1339-d60d-4b94-8845-016da2172e3c,OCCUPANT,Unspecified,18540580.0,40.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,40.0,UNKNOWN
10242366,4228507,10/23/2019,11:00,c13f8669-5117-449d-b84f-2a812089a947,OCCUPANT,Unspecified,19137864.0,82.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,82.0,UNKNOWN
12979851,4725129,05/16/2024,14:00,061ec9f2-ac1e-4efe-ad03-5a9fdd146b90,OCCUPANT,Unspecified,20651459.0,5.0,Not Ejected,Does Not Apply,Does Not Apply,Right rear passenger or motorcycle sidecar passenger,Child Restraint Only,,,Does Not Apply,Passenger,,,M,5.0,UNKNOWN
12425760,4581876,10/28/2022,22:00,4f403a1d-2094-44f2-9301-50ef3849dafc,PEDESTRIAN,Unspecified,,58.0,Not Ejected,Does Not Apply,Does Not Apply,Unknown,Unknown,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Not in Roadway,Does Not Apply,Pedestrian,Unspecified,Unspecified,M,58.0,UNKNOWN
12196537,4505383,02/23/2022,15:30,99071a0a-8455-4791-ba55-40a6070b2df4,OCCUPANT,Unspecified,20205510.0,55.0,,,,,,,,,Registrant,,,F,55.0,UNKNOWN
12054318,4484641,12/08/2021,6:45,53ee07f3-edf9-407b-a40d-d9617fd28d26,BICYCLIST,Injured,20123065.0,27.0,Not Ejected,Conscious,Head,Riding/Hanging on Outside,,,,Minor Bleeding,Driver,,,M,27.0,INJURED
13410283,4824552,07/01/2025,18:19,3866a75c-5aab-4015-9eed-558d0271c289,OCCUPANT,Injured,20898162.0,30.0,Not Ejected,Conscious,Shoulder - Upper Arm,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Abrasion,Passenger,,,F,30.0,INJURED
11302230,4318568,06/05/2020,17:49,56d3fdb5-a7a2-4167-b9d0-41e877f98dc9,OCCUPANT,Unspecified,19685388.0,60.0,,,,,,,,,Registrant,,,M,60.0,UNKNOWN
13151885,4752109,08/03/2024,21:30,85f7e075-b597-425a-aba5-abdee48712ea,OCCUPANT,Unspecified,20750069.0,53.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,M,53.0,UNKNOWN
7334051,3840126,02/04/2018,16:30,a45e5cbb-f85f-42f7-8bb4-e45c33900f4a,OCCUPANT,Unspecified,17702490.0,29.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,29.0,UNKNOWN
13485485,4844623,09/01/2025,13:54,754eaf63-949f-425f-aaf0-dafce9273d33,OCCUPANT,Unspecified,20941757.0,61.0,,,,,,,,,Registrant,,,M,61.0,UNKNOWN
11977648,4464805,10/06/2021,20:38,43d761cb-93a4-45cb-b313-74ffc70f05db,OCCUPANT,Injured,20079164.0,68.0,Not Ejected,Conscious,Face,"Middle front seat, or passenger lying across a seat",Lap Belt & Harness,,,Complaint of Pain or Nausea,Passenger,,,F,68.0,INJURED
6977812,3629249,03/09/2017,13:20,12f65e8b-67c1-4aad-9b3b-0d1bdd429283,OCCUPANT,Unspecified,17530705.0,19.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F,19.0,UNKNOWN
6020374,3591652,01/03/2017,16:40,3275061,OCCUPANT,Unspecified,17073992.0,47.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,M,47.0,UNKNOWN
11503459,4371638,11/29/2020,23:30,504002c3-9721-454d-b05f-b08e483f0f3e,OCCUPANT,Unspecified,19802043.0,,,,,,,,,,Registrant,,,,39.0,UNKNOWN
7379829,3875304,04/04/2018,16:45,8a14d61e-db20-4e84-a8c4-fa6a8d2f93b1,OCCUPANT,Unspecified,17725118.0,32.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,32.0,UNKNOWN
