unique_id,collision_id,crash_date_person,crash_time_person,person_id,person_type,person_injury,vehicle_id,person_age,ejection,emotional_status,bodily_injury,position_in_vehicle,safety_equipment,ped_location,ped_action,complaint,ped_role,contributing_factor_1,contributing_factor_2,person_sex,person_age_imputed,person_injury_clean,crash_date_crash,crash_time_crash,borough,zip_code,latitude,longitude,location,on_street_name,cross_street_name,off_street_name,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,contributing_factor_vehicle_3,contributing_factor_vehicle_4,contributing_factor_vehicle_5,vehicle_type_code_1,vehicle_type_code_2,vehicle_type_code_3,vehicle_type_code_4,vehicle_type_code_5,crash_hour,crash_year,crash_month
5744435,3410076,04/03/2016,5:10,302582,OCCUPANT,Unspecified,,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6740374,3535634,10/07/2016,19:15,2243392,PEDESTRIAN,Injured,,53.0,,Conscious,Knee-Lower Leg Foot,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing Against Signal,Complaint of Pain,Pedestrian,Traffic Control Disregarded,Unspecified,F,53.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5760485,3430473,03/25/2016,0:50,162967,OCCUPANT,Unspecified,,,,,,,,,,,Notified Person,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6364163,3517946,09/11/2016,17:30,1915807,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10014586,4175186,07/22/2019,15:40,6969ec6b-9af2-4df8-b5cd-a7823a1b6ea7,OCCUPANT,Unspecified,19023385.0,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5946476,4022375,05/05/2016,17:35,575303,OCCUPANT,Unspecified,,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10249602,4230299,10/27/2019,0:12,a3ceeb39-d5cc-4559-a680-0a291014f386,OCCUPANT,Unspecified,19141379.0,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9074933,4087015,02/24/2019,13:25,96d30c40-7dce-4e6e-9807-73e4f64a2c00,OCCUPANT,Unspecified,18559628.0,49.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,49.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5765643,3418380,04/01/2016,19:55,463302,OCCUPANT,Unspecified,,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6348705,3476618,07/08/2016,4:20,1170564,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7267050,3722137,07/31/2017,9:25,4169d308-83c1-45a3-8b8b-032bd2f3a8eb,OCCUPANT,Unspecified,17669561.0,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6190289,3461931,06/15/2016,16:30,968627,OCCUPANT,Unspecified,17155695.0,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10262190,4232003,10/29/2019,16:20,9cc5bc53-a983-4157-92ba-edb65e4a8cb9,OCCUPANT,Unspecified,19147588.0,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6445706,3516606,09/09/2016,20:00,1897780,OCCUPANT,Unspecified,17275700.0,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5816316,3421005,04/24/2016,14:54,483569,OCCUPANT,Unspecified,,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6585585,3476445,07/07/2016,13:00,2853969,OCCUPANT,Unspecified,,,,,,,,,,,Notified Person,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11315816,4322240,06/22/2020,18:40,75f1de0e-1533-4ead-96e0-0c12a0293a8f,OCCUPANT,Unspecified,19693195.0,33.0,Not Ejected,Does Not Apply,Does Not Apply,"Middle rear seat, or passenger lying across a seat",Unknown,,,Does Not Apply,Passenger,,,M,33.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1558287,105282,07/10/2013,9:30,2,OCCUPANT,Injured,10467835.0,64.0,,,,,,,,,,,,,64.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270979,4234341,11/02/2019,2:30,77c75a40-1604-4561-b9b4-fab259653a0f,OCCUPANT,Unspecified,19151964.0,56.0,,,,,,,,,Registrant,,,M,56.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10269740,4234857,11/03/2019,12:50,7987f19e-0569-4de3-bdd3-199ce959e79f,OCCUPANT,Unspecified,19151356.0,58.0,,,,,,,,,Registrant,,,M,58.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10003129,4172873,07/18/2019,14:30,daf80187-6ea9-4e08-80f6-440d6e9fe53f,OCCUPANT,Unspecified,19017640.0,54.0,,,,,,,,,Registrant,,,M,54.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5963725,3435606,05/04/2016,7:40,560435,OCCUPANT,Unspecified,17047479.0,67.0,,,,,,,,,Registrant,,,M,67.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7839957,3780264,10/30/2017,18:30,394ee1bb-66c6-429a-990f-4859dee1016d,OCCUPANT,Unspecified,17950177.0,41.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,41.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6258511,3489624,07/25/2016,20:00,1334085,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6716104,3554624,11/06/2016,13:50,2595981,PEDESTRIAN,Injured,,25.0,,Conscious,Elbow-Lower-Arm-Hand,,,Unknown,Unknown,None Visible,Pedestrian,Unspecified,Unspecified,F,25.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6671286,3582017,12/18/2016,5:50,3083891,PEDESTRIAN,Injured,,22.0,,Conscious,Chest,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Complaint of Pain,Pedestrian,Failure to Yield Right-of-Way,Unspecified,M,22.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10263824,4233393,11/01/2019,7:08,d527db7f-3df3-477c-9799-51967eee4a97,OCCUPANT,Unspecified,19148400.0,44.0,,,,,,,,,Registrant,,,F,44.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6187366,3481490,07/17/2016,3:10,1245263,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10263926,4233335,11/01/2019,14:55,5c048fb5-71c6-4409-a726-cc732450ada5,OCCUPANT,Unspecified,19148452.0,35.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,35.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5808926,3407461,04/17/2016,2:50,393569,PEDESTRIAN,Injured,,19.0,Does Not Apply,Conscious,Face,Does Not Apply,-,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Complaint of Pain,Pedestrian,,,F,19.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10265446,4233203,10/22/2019,15:30,10ed2a17-8419-475f-8e30-d6582e6892d5,OCCUPANT,Unspecified,19149206.0,,,,,,,,,,Registrant,,,F,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5989096,3442258,05/14/2016,20:46,673905,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10254399,4231029,10/27/2019,11:11,e1fdbbf3-b6ec-43dc-83f3-6e8dafdb9567,OCCUPANT,Unspecified,19143742.0,53.0,,,,,,,,,Registrant,,,F,53.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10261268,4221209,10/10/2019,19:16,f6da1fc0-e713-485d-acf3-08682e7f996e,OCCUPANT,Injured,19147138.0,27.0,Not Ejected,Conscious,Face,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Lap Belt & Harness,,,Complaint of Pain or Nausea,Passenger,,,F,27.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5261655,3909222,05/22/2018,12:00,d882b6aa-f6fd-4279-8448-da66ab63ec7f,PEDESTRIAN,Injured,,51.0,,Unknown,Knee-Lower Leg Foot,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Not in Roadway,Complaint of Pain,Pedestrian,Passing Too Closely,Backing Unsafely,F,51.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5937170,3444470,05/18/2016,9:50,694883,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270589,4234109,11/01/2019,16:00,3cc23373-d33d-4692-9d8c-43de0a0f0176,OCCUPANT,Unspecified,19151778.0,30.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,M,30.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10251456,4229861,10/26/2019,4:00,479be6fd-1c46-4e63-b86e-35d5c8615e6e,OCCUPANT,Unspecified,19142259.0,6.0,Not Ejected,Does Not Apply,Does Not Apply,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Lap Belt & Harness,,,Does Not Apply,Passenger,,,M,6.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10260505,4232215,10/29/2019,13:59,263910f0-b6f7-443a-a629-33519a46637d,OCCUPANT,Unspecified,19146769.0,50.0,,,,,,,,,Registrant,,,M,50.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5746792,3407214,03/21/2016,13:10,128306,PEDESTRIAN,Injured,,58.0,Not Ejected,Conscious,Shoulder - Upper Arm,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Complaint of Pain,Pedestrian,,,F,58.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7635235,3754328,09/15/2017,9:30,0ed06e34-aa3d-4f4e-ad9c-9c914f771d63,OCCUPANT,Unspecified,17850294.0,,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9084779,4085970,02/23/2019,15:30,210be528-aa33-4b61-9319-04807c2490f6,OCCUPANT,Unspecified,18564519.0,26.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F,26.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10267384,4233644,10/30/2019,18:00,96aeaf64-b067-4414-9308-3fceae4c93a0,OCCUPANT,Unspecified,19150207.0,52.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,M,52.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10268933,4234483,11/01/2019,18:15,17336d86-c48c-4a6c-8111-20399cfba95a,OCCUPANT,Unspecified,19150968.0,20.0,,,,,,,,,Registrant,,,M,20.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6922383,3656311,04/24/2017,0:15,f9ba245c-d610-4fff-936e-f45d9bfac709,OCCUPANT,Unspecified,17504084.0,31.0,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,F,31.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10272047,4234745,11/03/2019,4:05,83972203-033d-4812-b1a3-d98dd8b0b92f,OCCUPANT,Unspecified,19152511.0,24.0,Not Ejected,Does Not Apply,Does Not Apply,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Lap Belt & Harness,,,Does Not Apply,Passenger,,,F,24.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7886248,3811017,12/17/2017,0:30,40f1574e-6b2a-4b11-82eb-fc425feec102,OCCUPANT,Unspecified,17972849.0,50.0,Not Ejected,Does Not Apply,Does Not Apply,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Unknown,,,Does Not Apply,Passenger,,,M,50.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10264879,4232842,10/31/2019,13:32,668009d1-aceb-448a-bc90-6aa1735a6509,OCCUPANT,Unspecified,19148921.0,30.0,,,,,,,,,Registrant,,,M,30.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5749346,3418601,03/14/2016,12:45,187144,OCCUPANT,Unspecified,,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10266009,4233313,11/01/2019,11:25,4dc65175-c498-4abb-bb86-c606d09bd00b,OCCUPANT,Unspecified,19149494.0,20.0,,,,,,,,,Registrant,,,M,20.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6429834,3520269,09/13/2016,7:10,1947122,OCCUPANT,Unspecified,17268140.0,48.0,,,,,,,,,Registrant,,,F,48.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6296979,3474076,07/01/2016,18:30,1136271,OCCUPANT,Unspecified,,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10258397,4231720,10/29/2019,18:50,187428d5-7ff0-44d9-a436-ee3944a047c1,OCCUPANT,Unspecified,19145762.0,33.0,,,,,,,,,Registrant,,,F,33.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10264569,4217361,10/03/2019,18:50,3ae7aaf4-4598-413b-9b8f-45ad61ad58e1,PEDESTRIAN,Killed,,73.0,,Conscious,Knee-Lower Leg Foot,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Does Not Apply,Complaint of Pain or Nausea,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,M,73.0,KILLED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10250500,4230505,10/28/2019,3:00,2b433bc2-c275-4a3f-9fba-7b48f0459198,OCCUPANT,Unspecified,19141786.0,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9366110,3940978,07/12/2018,17:00,7c782464-8c7a-43b3-839d-f8eb1438002d,OCCUPANT,Injured,18703005.0,37.0,Not Ejected,Conscious,Back,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,Driver,,,F,37.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5829947,3426582,04/13/2016,7:10,360550,OCCUPANT,Unspecified,,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6292886,3463131,06/16/2016,16:30,1018753,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,M,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10262777,4228397,10/15/2019,16:30,027f57e2-9640-41da-96da-612d03f7ed69,OCCUPANT,Unspecified,19147878.0,43.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M,43.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273708,4235338,11/03/2019,18:50,d3171dc9-08d0-4902-8ab2-7d98e6818da3,OCCUPANT,Unspecified,19153344.0,43.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,43.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10260410,4223477,10/15/2019,6:00,48a45e2d-1c99-4976-bf7b-fdc0fa71180f,OCCUPANT,Unspecified,19146727.0,53.0,,,,,,,,,Registrant,,,M,53.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10272367,4234130,11/03/2019,12:45,8fd86ca9-cadb-4416-9488-99c4b444a118,OCCUPANT,Unspecified,19152687.0,,,,,,,,,,Registrant,,,M,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10156603,4208616,09/18/2019,17:50,fabaa741-46bf-41b2-a761-7501be379a5c,BICYCLIST,Unspecified,19094944.0,26.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Other,,,Does Not Apply,Driver,,,M,26.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10251175,4230414,10/27/2019,15:00,f678d21d-1d76-42ce-a6da-6fa97bd0db19,OCCUPANT,Unspecified,19142121.0,52.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M,52.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10256061,4231464,10/28/2019,18:38,ba3d6191-53ac-4198-bdb8-b6bfdda4cac9,OCCUPANT,Unspecified,19144631.0,42.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,F,42.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5959684,3438097,05/07/2016,19:55,594340,PEDESTRIAN,Injured,,12.0,,Conscious,Head,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Abrasion,Pedestrian,Unspecified,Unspecified,M,12.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6296705,3460770,06/11/2016,21:12,939526,OCCUPANT,Unspecified,,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6504584,3586088,12/24/2016,10:30,3166649,OCCUPANT,Unspecified,17303762.0,71.0,,,,,,,,,Registrant,,,M,71.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7108820,3706579,07/07/2017,10:02,9d58e8b8-a4e1-4f76-a403-e2545a1709f0,OCCUPANT,Unspecified,17593206.0,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10260798,4232349,10/30/2019,20:30,bef4cd42-cba5-4fce-8b37-b8bf433c78ea,OCCUPANT,Unspecified,19146914.0,,,,,,,,,,Registrant,,,M,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6225258,3478532,07/08/2016,20:00,1187831,PEDESTRIAN,Injured,,10.0,,Conscious,Knee-Lower Leg Foot,,,Does Not Apply,Does Not Apply,Contusion - Bruise,Pedestrian,Unspecified,Unspecified,M,10.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9968400,4162253,06/21/2019,14:51,da46ab3e-5105-4c5f-adec-555867bd1567,OCCUPANT,Unspecified,19000365.0,72.0,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,F,72.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6508607,3564222,11/20/2016,18:45,2765628,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10251387,4230045,10/27/2019,11:40,3a3b4dba-65ae-4bc6-b434-75be7bfb00d7,OCCUPANT,Unspecified,19142220.0,24.0,Not Ejected,Does Not Apply,Does Not Apply,Right rear passenger or motorcycle sidecar passenger,,,,Does Not Apply,Passenger,,,F,24.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5740987,3410740,03/26/2016,14:20,171522,OCCUPANT,Unspecified,,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10259068,4222506,10/12/2019,12:13,128d84d6-72a3-4d8d-9ec3-dc9468f6792a,OCCUPANT,Unspecified,19146084.0,7.0,Not Ejected,Does Not Apply,Does Not Apply,Right rear passenger or motorcycle sidecar passenger,Lap Belt & Harness,,,Does Not Apply,Passenger,,,F,7.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5801584,3413365,04/12/2016,19:45,347940,OCCUPANT,Unspecified,16970874.0,47.0,Not Ejected,Conscious,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,47.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273086,4235199,11/01/2019,23:23,3a4b4ed9-9ee5-4dac-8974-52cef1e8ae6e,OCCUPANT,Unspecified,19153035.0,21.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,F,21.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9864999,4137973,05/18/2019,20:54,fda626be-fc63-4a49-b1c2-26c191c6d200,OCCUPANT,Unspecified,18949278.0,39.0,,,,,,,,,Registrant,,,F,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10266145,4232745,10/30/2019,7:05,d01145a2-7daf-4433-baf9-217dc2eda923,OCCUPANT,Unspecified,19149558.0,,,,,,,,,,Registrant,,,M,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10252830,4231112,10/24/2019,12:00,19451a8c-a5b0-46b9-ac5c-3206c7d0abc3,OCCUPANT,Unspecified,19142946.0,25.0,,,,,,,,,Registrant,,,F,25.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5949496,3437973,05/07/2016,0:13,589429,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10250417,4230154,10/26/2019,17:30,8561f6d4-0301-44d1-952c-5e7199d10248,OCCUPANT,Unspecified,19141743.0,25.0,,,,,,,,,Registrant,,,F,25.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10252426,4229754,10/26/2019,3:37,9e45b7fa-c5cd-4d74-84ad-833afbec54c9,OCCUPANT,Unspecified,19142750.0,21.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Air Bag Deployed/Lap Belt,,,Does Not Apply,Driver,,,M,21.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9623970,4017684,11/09/2018,18:23,35ad83a6-fe73-481e-9cbc-51ee7efd61a6,OCCUPANT,Unspecified,18829901.0,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6311901,3551252,10/31/2016,21:00,2526358,OCCUPANT,Unspecified,17212575.0,38.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,F,38.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5748245,3425490,03/19/2016,17:50,209845,OCCUPANT,Unspecified,,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6726572,3567233,11/21/2016,12:10,2777555,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10256770,4231676,10/29/2019,15:50,14e4b16f-6de6-49c6-9016-29646ce18597,OCCUPANT,Unspecified,19144963.0,,Not Ejected,Does Not Apply,Does Not Apply,"Any person in the rear of a station wagon, pick-up truck, all passengers on a bus, etc",Unknown,,,Does Not Apply,Passenger,,,M,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9502789,3964540,08/19/2018,19:30,af30fff3-559c-49b7-8a14-4d93f7f4011f,OCCUPANT,Unspecified,18769962.0,39.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10265356,4233437,10/30/2019,18:45,c612d52c-8d81-4734-b85f-249428decaf0,OCCUPANT,Unspecified,19149168.0,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270306,4234404,11/03/2019,17:05,26de01d4-5efa-46dd-9e05-9c866a7c92c0,OCCUPANT,Unspecified,19151640.0,42.0,,,,,,,,,Registrant,,,M,42.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9614186,3985907,09/23/2018,4:15,0976bde9-9628-48d3-82ed-b1b5d22767ad,OCCUPANT,Unspecified,18825125.0,35.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,35.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10260479,4232058,10/27/2019,9:19,b7271865-f7ec-4048-9a9d-4f8618177455,OCCUPANT,Unspecified,19146758.0,,,,,,,,,,Registrant,,,M,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5781960,3411079,04/07/2016,4:19,290361,OCCUPANT,Unspecified,,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6960985,3661551,05/02/2017,11:37,b27eee59-f416-4e63-a1b6-6981ded5ff63,OCCUPANT,Unspecified,17522502.0,77.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,77.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6006251,3448154,05/16/2016,13:15,695272,OCCUPANT,Unspecified,17067373.0,47.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,47.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5932785,3431527,04/18/2016,22:05,506179,PEDESTRIAN,Injured,,34.0,,Shock,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Other Actions in Roadway,Minor Bleeding,Pedestrian,Other Vehicular,Unspecified,M,34.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
